date,time,geography,service,user
2023-03-03,424,Kristiansand,brukeranmeldelser,Anne
2023-03-03,827,Stavanger,brukeranmeldelser,Per
2023-03-03,427,Kristiansand,innstillinger,Kari
2023-03-03,1253,Trondheim,profil,Per
2023-03-03,380,Trondheim,profil,Per
2023-03-03,1153,Bergen,profil,Anne
2023-03-03,1232,Bergen,meldinger,Kari
2023-03-03,115,Bergen,innstillinger,Anne
2023-03-03,452,Kristiansand,meldinger,Nils
2023-03-04,310,Oslo,meldinger,Per
2023-03-04,911,Oslo,innstillinger,Anne
2023-03-04,979,Kristiansand,meldinger,Kari
2023-03-04,347,Kristiansand,innstillinger,Kari
2023-03-04,1271,Oslo,brukeranmeldelser,Anne
2023-03-04,285,Stavanger,profil,Nils
2023-03-04,405,Oslo,brukeranmeldelser,Per
2023-03-04,783,Stavanger,profil,Anne
2023-03-04,508,Oslo,meldinger,Anne
2023-03-04,113,Bergen,brukeranmeldelser,Nils
2023-03-04,340,Trondheim,brukeranmeldelser,Per
2023-03-04,968,Trondheim,meldinger,Ola
2023-03-04,1203,Stavanger,profil,Per
2023-03-05,261,Trondheim,meldinger,Kari
2023-03-05,341,Kristiansand,innstillinger,Anne
2023-03-05,489,Oslo,profil,Anne
2023-03-05,677,Kristiansand,meldinger,Per
2023-03-05,1181,Trondheim,innstillinger,Per
2023-03-05,1030,Oslo,meldinger,Anne
2023-03-05,1428,Bergen,meldinger,Kari
2023-03-05,129,Bergen,profil,Kari
2023-03-05,265,Bergen,brukeranmeldelser,Ola
2023-03-05,252,Stavanger,meldinger,Ola
2023-03-05,832,Stavanger,meldinger,Nils
2023-03-06,901,Kristiansand,brukeranmeldelser,Ola
2023-03-06,481,Bergen,innstillinger,Nils
2023-03-06,536,Kristiansand,innstillinger,Anne
2023-03-06,1035,Kristiansand,meldinger,Anne
2023-03-06,845,Bergen,brukeranmeldelser,Anne
2023-03-06,446,Trondheim,profil,Nils
2023-03-06,1153,Trondheim,meldinger,Anne
2023-03-07,777,Bergen,profil,Ola
2023-03-07,689,Oslo,meldinger,Nils
2023-03-07,82,Trondheim,brukeranmeldelser,Ola
2023-03-07,1352,Trondheim,meldinger,Anne
2023-03-07,1103,Oslo,innstillinger,Anne
2023-03-07,784,Stavanger,innstillinger,Nils
2023-03-07,1244,Stavanger,innstillinger,Anne
2023-03-08,1254,Kristiansand,innstillinger,Per
2023-03-08,767,Trondheim,meldinger,Nils
2023-03-08,154,Kristiansand,brukeranmeldelser,Anne
2023-03-08,597,Bergen,profil,Nils
2023-03-08,404,Bergen,meldinger,Nils
2023-03-08,900,Kristiansand,brukeranmeldelser,Ola
2023-03-08,241,Kristiansand,brukeranmeldelser,Nils
2023-03-08,337,Kristiansand,innstillinger,Nils
2023-03-08,163,Trondheim,brukeranmeldelser,Ola
2023-03-08,699,Kristiansand,innstillinger,Kari
2023-03-09,628,Stavanger,profil,Per
2023-03-09,623,Bergen,innstillinger,Anne
2023-03-09,1250,Kristiansand,innstillinger,Ola
2023-03-09,553,Bergen,brukeranmeldelser,Nils
2023-03-09,624,Oslo,innstillinger,Ola
2023-03-09,392,Oslo,profil,Ola
2023-03-09,571,Oslo,profil,Nils
2023-03-09,241,Stavanger,innstillinger,Per
2023-03-09,788,Trondheim,meldinger,Anne
2023-03-09,801,Oslo,meldinger,Kari
2023-03-09,955,Trondheim,brukeranmeldelser,Nils
2023-03-10,86,Kristiansand,innstillinger,Nils
2023-03-10,86,Oslo,brukeranmeldelser,Kari
2023-03-10,407,Oslo,brukeranmeldelser,Kari
2023-03-10,147,Bergen,meldinger,Nils
2023-03-10,365,Trondheim,innstillinger,Anne
2023-03-11,1414,Stavanger,meldinger,Kari
2023-03-11,441,Kristiansand,profil,Nils
2023-03-11,1375,Stavanger,brukeranmeldelser,Per
2023-03-11,1246,Oslo,profil,Ola
2023-03-11,462,Trondheim,brukeranmeldelser,Per
2023-03-11,1405,Oslo,brukeranmeldelser,Anne
2023-03-11,216,Bergen,profil,Per
2023-03-12,651,Bergen,profil,Kari
2023-03-12,780,Stavanger,profil,Nils
2023-03-12,522,Oslo,innstillinger,Per
2023-03-12,1425,Oslo,innstillinger,Ola
2023-03-12,845,Bergen,brukeranmeldelser,Anne
2023-03-12,789,Stavanger,brukeranmeldelser,Anne
2023-03-12,1195,Oslo,innstillinger,Kari
2023-03-12,121,Stavanger,brukeranmeldelser,Ola
2023-03-12,942,Kristiansand,brukeranmeldelser,Per
2023-03-13,301,Trondheim,innstillinger,Anne
2023-03-13,597,Oslo,profil,Kari
2023-03-13,859,Kristiansand,profil,Nils
2023-03-13,769,Kristiansand,meldinger,Nils
2023-03-13,435,Bergen,meldinger,Kari
2023-03-13,1430,Kristiansand,profil,Anne
2023-03-13,420,Oslo,innstillinger,Nils
2023-03-13,514,Kristiansand,profil,Kari
2023-03-13,107,Kristiansand,meldinger,Ola
2023-03-14,361,Oslo,innstillinger,Per
2023-03-14,1284,Oslo,innstillinger,Kari
2023-03-14,1127,Bergen,profil,Kari
2023-03-14,472,Kristiansand,innstillinger,Per
2023-03-14,301,Trondheim,profil,Kari
2023-03-14,936,Oslo,innstillinger,Nils
2023-03-14,931,Bergen,profil,Per
2023-03-14,565,Oslo,profil,Anne
2023-03-14,1037,Bergen,brukeranmeldelser,Ola
2023-03-14,1400,Trondheim,innstillinger,Anne
2023-03-14,1014,Kristiansand,profil,Kari
2023-03-14,131,Stavanger,innstillinger,Nils
2023-03-15,535,Bergen,brukeranmeldelser,Kari
2023-03-15,821,Bergen,profil,Nils
2023-03-15,941,Stavanger,brukeranmeldelser,Anne
2023-03-15,940,Oslo,meldinger,Anne
2023-03-15,582,Kristiansand,profil,Anne
2023-03-15,335,Stavanger,innstillinger,Per
2023-03-15,765,Bergen,meldinger,Per
2023-03-15,158,Stavanger,meldinger,Anne
2023-03-15,1342,Kristiansand,innstillinger,Kari
2023-03-15,541,Kristiansand,meldinger,Per
2023-03-15,867,Kristiansand,innstillinger,Kari
2023-03-15,1373,Oslo,profil,Ola
2023-03-15,830,Oslo,meldinger,Anne
2023-03-15,475,Trondheim,brukeranmeldelser,Kari
2023-03-16,160,Stavanger,innstillinger,Ola
2023-03-16,1070,Stavanger,meldinger,Kari
2023-03-16,136,Kristiansand,brukeranmeldelser,Per
2023-03-16,499,Bergen,profil,Nils
2023-03-16,972,Oslo,profil,Kari
2023-03-16,253,Oslo,meldinger,Nils
2023-03-16,562,Trondheim,profil,Nils
2023-03-16,546,Trondheim,brukeranmeldelser,Per
2023-03-16,1372,Stavanger,brukeranmeldelser,Nils
2023-03-16,916,Kristiansand,innstillinger,Per
2023-03-17,1283,Trondheim,brukeranmeldelser,Per
2023-03-17,791,Stavanger,profil,Ola
2023-03-17,808,Stavanger,innstillinger,Anne
2023-03-17,984,Kristiansand,profil,Anne
2023-03-17,1431,Bergen,profil,Anne
2023-03-17,1365,Trondheim,meldinger,Anne
2023-03-17,1243,Bergen,brukeranmeldelser,Per
2023-03-17,204,Oslo,brukeranmeldelser,Anne
2023-03-17,1251,Stavanger,profil,Kari
2023-03-17,249,Oslo,brukeranmeldelser,Kari
2023-03-18,689,Trondheim,meldinger,Ola
2023-03-18,1093,Trondheim,innstillinger,Per
2023-03-18,943,Bergen,profil,Nils
2023-03-18,491,Kristiansand,profil,Ola
2023-03-18,20,Kristiansand,meldinger,Per
2023-03-18,983,Trondheim,meldinger,Ola
2023-03-18,852,Oslo,brukeranmeldelser,Anne
2023-03-18,424,Bergen,brukeranmeldelser,Ola
2023-03-19,894,Oslo,meldinger,Per
2023-03-19,597,Oslo,innstillinger,Ola
2023-03-19,572,Stavanger,profil,Per
2023-03-19,42,Oslo,brukeranmeldelser,Ola
2023-03-19,965,Oslo,profil,Per
2023-03-19,852,Bergen,profil,Nils
2023-03-19,1135,Bergen,profil,Ola
2023-03-19,97,Kristiansand,meldinger,Kari
2023-03-20,587,Trondheim,profil,Anne
2023-03-20,610,Oslo,innstillinger,Kari
2023-03-20,31,Stavanger,profil,Nils
2023-03-20,382,Stavanger,profil,Anne
2023-03-20,375,Stavanger,innstillinger,Nils
2023-03-20,781,Kristiansand,brukeranmeldelser,Kari
2023-03-20,679,Stavanger,profil,Per
2023-03-20,880,Oslo,innstillinger,Per
2023-03-20,1277,Stavanger,brukeranmeldelser,Kari
2023-03-20,1011,Stavanger,meldinger,Kari
2023-03-21,378,Trondheim,meldinger,Per
2023-03-21,708,Trondheim,innstillinger,Kari
2023-03-21,267,Stavanger,innstillinger,Per
2023-03-21,1320,Kristiansand,brukeranmeldelser,Anne
2023-03-21,1095,Bergen,profil,Ola
2023-03-21,827,Stavanger,profil,Anne
2023-03-21,774,Kristiansand,meldinger,Kari
2023-03-21,282,Trondheim,innstillinger,Per
2023-03-21,485,Stavanger,brukeranmeldelser,Ola
2023-03-21,1014,Stavanger,innstillinger,Nils
2023-03-21,612,Trondheim,innstillinger,Anne
2023-03-21,648,Trondheim,profil,Anne
2023-03-21,1039,Kristiansand,meldinger,Ola
2023-03-22,669,Bergen,innstillinger,Nils
2023-03-22,923,Trondheim,meldinger,Per
2023-03-22,130,Stavanger,brukeranmeldelser,Ola
2023-03-22,929,Kristiansand,meldinger,Per
2023-03-22,700,Kristiansand,brukeranmeldelser,Anne
2023-03-22,1395,Trondheim,innstillinger,Per
2023-03-22,1400,Bergen,meldinger,Kari
2023-03-22,1387,Oslo,brukeranmeldelser,Anne
2023-03-22,1249,Stavanger,innstillinger,Kari
2023-03-23,1300,Bergen,profil,Anne
2023-03-23,980,Stavanger,profil,Kari
2023-03-23,40,Bergen,profil,Kari
2023-03-23,1098,Oslo,brukeranmeldelser,Ola
2023-03-23,619,Trondheim,meldinger,Kari
2023-03-23,288,Kristiansand,innstillinger,Anne
2023-03-23,1089,Stavanger,meldinger,Kari
2023-03-23,453,Stavanger,innstillinger,Ola
2023-03-23,0,Stavanger,profil,Kari
2023-03-23,142,Trondheim,brukeranmeldelser,Nils
2023-03-23,948,Stavanger,innstillinger,Anne
2023-03-23,1424,Trondheim,innstillinger,Ola
2023-03-23,844,Trondheim,brukeranmeldelser,Per
2023-03-23,645,Trondheim,meldinger,Kari
2023-03-24,887,Kristiansand,innstillinger,Anne
2023-03-24,701,Trondheim,profil,Kari
2023-03-24,595,Oslo,innstillinger,Ola
2023-03-24,855,Oslo,meldinger,Per
2023-03-24,946,Bergen,meldinger,Kari
2023-03-24,283,Kristiansand,meldinger,Anne
2023-03-25,762,Oslo,innstillinger,Anne
2023-03-25,786,Kristiansand,brukeranmeldelser,Anne
2023-03-25,675,Oslo,innstillinger,Ola
2023-03-25,672,Oslo,profil,Anne
2023-03-25,1226,Trondheim,brukeranmeldelser,Nils
2023-03-25,333,Stavanger,meldinger,Ola
2023-03-25,67,Bergen,brukeranmeldelser,Anne
2023-03-25,1150,Oslo,innstillinger,Nils
2023-03-25,267,Trondheim,innstillinger,Kari
2023-03-25,493,Kristiansand,meldinger,Per
2023-03-25,660,Stavanger,brukeranmeldelser,Nils
2023-03-25,1012,Oslo,brukeranmeldelser,Nils
2023-03-25,1347,Oslo,profil,Kari
2023-03-26,479,Kristiansand,meldinger,Ola
2023-03-26,331,Oslo,meldinger,Anne
2023-03-26,25,Kristiansand,profil,Anne
2023-03-26,231,Trondheim,profil,Nils
2023-03-26,504,Trondheim,innstillinger,Nils
2023-03-26,347,Stavanger,profil,Anne
2023-03-26,75,Trondheim,profil,Nils
2023-03-26,193,Trondheim,meldinger,Per
2023-03-26,1384,Oslo,profil,Ola
2023-03-26,572,Bergen,meldinger,Anne
2023-03-26,1403,Oslo,brukeranmeldelser,Per
2023-03-26,92,Oslo,meldinger,Nils
2023-03-27,141,Kristiansand,innstillinger,Kari
2023-03-27,652,Oslo,profil,Nils
2023-03-27,880,Stavanger,innstillinger,Kari
2023-03-27,864,Kristiansand,brukeranmeldelser,Per
2023-03-27,703,Trondheim,profil,Per
2023-03-27,381,Oslo,innstillinger,Ola
2023-03-27,816,Oslo,innstillinger,Ola
2023-03-27,818,Oslo,meldinger,Kari
2023-03-27,396,Trondheim,meldinger,Kari
2023-03-27,1356,Oslo,innstillinger,Nils
2023-03-27,18,Kristiansand,brukeranmeldelser,Anne
2023-03-27,1132,Kristiansand,innstillinger,Anne
2023-03-28,1324,Stavanger,profil,Per
2023-03-28,519,Trondheim,profil,Ola
2023-03-28,1366,Oslo,meldinger,Nils
2023-03-28,849,Bergen,innstillinger,Per
2023-03-28,989,Stavanger,profil,Ola
2023-03-29,411,Oslo,brukeranmeldelser,Anne
2023-03-29,331,Trondheim,meldinger,Per
2023-03-29,40,Kristiansand,brukeranmeldelser,Per
2023-03-29,201,Trondheim,meldinger,Per
2023-03-29,1289,Trondheim,profil,Per
2023-03-29,712,Stavanger,meldinger,Ola
2023-03-29,1107,Kristiansand,profil,Kari
2023-03-29,386,Oslo,brukeranmeldelser,Per
2023-03-29,267,Trondheim,brukeranmeldelser,Kari
2023-03-30,985,Kristiansand,profil,Nils
2023-03-30,48,Oslo,profil,Ola
2023-03-30,276,Bergen,innstillinger,Kari
2023-03-30,610,Oslo,brukeranmeldelser,Nils
2023-03-30,1053,Stavanger,profil,Anne
2023-03-30,194,Stavanger,meldinger,Anne
2023-03-30,1064,Bergen,meldinger,Kari
2023-03-30,1141,Stavanger,brukeranmeldelser,Anne
2023-03-30,678,Stavanger,brukeranmeldelser,Per
2023-03-30,6,Kristiansand,innstillinger,Anne
2023-03-30,832,Stavanger,meldinger,Ola
2023-03-31,913,Trondheim,meldinger,Anne
2023-03-31,1006,Trondheim,brukeranmeldelser,Kari
2023-03-31,880,Bergen,innstillinger,Nils
2023-03-31,1227,Stavanger,brukeranmeldelser,Ola
2023-03-31,836,Trondheim,meldinger,Kari
2023-03-31,556,Bergen,meldinger,Anne
2023-03-31,362,Bergen,meldinger,Kari
2023-03-31,261,Kristiansand,meldinger,Kari
2023-03-31,244,Kristiansand,profil,Per
2023-03-31,124,Bergen,innstillinger,Nils
2023-03-31,1058,Bergen,innstillinger,Anne
2023-03-31,200,Kristiansand,brukeranmeldelser,Ola
2023-03-31,58,Oslo,brukeranmeldelser,Anne
2023-03-31,1007,Kristiansand,brukeranmeldelser,Anne
2023-04-01,304,Bergen,brukeranmeldelser,Nils
2023-04-01,820,Trondheim,meldinger,Kari
2023-04-01,1377,Trondheim,profil,Nils
2023-04-01,340,Kristiansand,innstillinger,Anne
2023-04-01,138,Trondheim,brukeranmeldelser,Anne
2023-04-01,1303,Trondheim,brukeranmeldelser,Nils
2023-04-01,1134,Trondheim,innstillinger,Per
2023-04-01,434,Oslo,meldinger,Nils
2023-04-01,103,Bergen,meldinger,Ola
2023-04-01,164,Stavanger,brukeranmeldelser,Nils
2023-04-01,656,Stavanger,profil,Nils
2023-04-01,63,Kristiansand,profil,Kari
2023-04-01,266,Stavanger,profil,Nils
2023-04-02,394,Kristiansand,brukeranmeldelser,Anne
2023-04-02,1207,Oslo,profil,Anne
2023-04-02,1017,Oslo,meldinger,Anne
2023-04-02,146,Stavanger,innstillinger,Per
2023-04-02,819,Stavanger,profil,Per
2023-04-02,1239,Trondheim,innstillinger,Kari
2023-04-02,760,Bergen,brukeranmeldelser,Kari
2023-04-02,973,Bergen,innstillinger,Kari
2023-04-02,771,Trondheim,innstillinger,Nils
2023-04-03,115,Oslo,brukeranmeldelser,Nils
2023-04-03,880,Trondheim,meldinger,Ola
2023-04-03,1346,Kristiansand,brukeranmeldelser,Kari
2023-04-03,942,Bergen,innstillinger,Nils
2023-04-03,21,Trondheim,meldinger,Nils
2023-04-03,905,Kristiansand,innstillinger,Per
2023-04-03,1227,Oslo,innstillinger,Per
2023-04-03,695,Trondheim,meldinger,Ola
2023-04-03,1393,Oslo,innstillinger,Per
2023-04-03,1350,Oslo,innstillinger,Kari
2023-04-03,24,Oslo,meldinger,Nils
2023-04-03,140,Stavanger,innstillinger,Nils
2023-04-03,200,Stavanger,meldinger,Ola
2023-04-04,702,Bergen,profil,Ola
2023-04-04,1407,Trondheim,meldinger,Anne
2023-04-04,909,Kristiansand,brukeranmeldelser,Anne
2023-04-04,1313,Kristiansand,meldinger,Nils
2023-04-04,1146,Oslo,meldinger,Per
2023-04-04,161,Stavanger,innstillinger,Per
2023-04-05,1211,Bergen,profil,Per
2023-04-05,1036,Bergen,meldinger,Anne
2023-04-05,903,Kristiansand,meldinger,Kari
2023-04-05,320,Oslo,profil,Ola
2023-04-05,436,Kristiansand,meldinger,Nils
2023-04-05,1076,Oslo,brukeranmeldelser,Kari
2023-04-05,725,Bergen,profil,Ola
2023-04-05,659,Bergen,innstillinger,Per
2023-04-05,1011,Stavanger,brukeranmeldelser,Nils
2023-04-05,1082,Stavanger,meldinger,Per
2023-04-06,849,Trondheim,brukeranmeldelser,Per
2023-04-06,990,Bergen,brukeranmeldelser,Ola
2023-04-06,1177,Oslo,meldinger,Per
2023-04-06,1111,Oslo,profil,Per
2023-04-06,324,Oslo,innstillinger,Anne
2023-04-06,1180,Trondheim,brukeranmeldelser,Anne
2023-04-07,136,Bergen,innstillinger,Kari
2023-04-07,611,Trondheim,brukeranmeldelser,Per
2023-04-07,1106,Stavanger,meldinger,Ola
2023-04-07,400,Bergen,brukeranmeldelser,Per
2023-04-07,928,Trondheim,brukeranmeldelser,Anne
2023-04-08,950,Kristiansand,brukeranmeldelser,Per
2023-04-08,234,Kristiansand,brukeranmeldelser,Nils
2023-04-08,522,Stavanger,meldinger,Ola
2023-04-08,792,Kristiansand,innstillinger,Ola
2023-04-08,978,Stavanger,brukeranmeldelser,Kari
2023-04-08,809,Kristiansand,profil,Ola
2023-04-08,1327,Oslo,meldinger,Anne
2023-04-08,1326,Trondheim,innstillinger,Per
2023-04-08,872,Oslo,brukeranmeldelser,Anne
2023-04-08,209,Kristiansand,innstillinger,Nils
2023-04-08,30,Oslo,brukeranmeldelser,Per
2023-04-08,1189,Oslo,innstillinger,Kari
2023-04-09,1196,Bergen,brukeranmeldelser,Nils
2023-04-09,775,Bergen,meldinger,Anne
2023-04-09,1051,Stavanger,brukeranmeldelser,Anne
2023-04-09,539,Stavanger,brukeranmeldelser,Ola
2023-04-09,1275,Trondheim,brukeranmeldelser,Kari
2023-04-09,1336,Bergen,brukeranmeldelser,Ola
2023-04-09,1067,Bergen,profil,Nils
2023-04-09,1125,Oslo,innstillinger,Per
2023-04-09,397,Trondheim,brukeranmeldelser,Per
2023-04-09,386,Stavanger,profil,Ola
2023-04-09,883,Trondheim,brukeranmeldelser,Nils
2023-04-10,1401,Bergen,profil,Anne
2023-04-10,118,Oslo,innstillinger,Anne
2023-04-10,697,Trondheim,profil,Anne
2023-04-10,174,Bergen,brukeranmeldelser,Ola
2023-04-10,1157,Oslo,brukeranmeldelser,Nils
2023-04-10,54,Stavanger,brukeranmeldelser,Per
2023-04-10,11,Kristiansand,innstillinger,Kari
2023-04-10,972,Trondheim,brukeranmeldelser,Anne
2023-04-11,224,Kristiansand,profil,Ola
2023-04-11,1082,Trondheim,brukeranmeldelser,Anne
2023-04-11,488,Bergen,profil,Nils
2023-04-11,411,Stavanger,meldinger,Nils
2023-04-11,1241,Bergen,innstillinger,Anne
2023-04-11,392,Stavanger,profil,Nils
2023-04-11,1354,Oslo,brukeranmeldelser,Anne
2023-04-11,1113,Bergen,brukeranmeldelser,Anne
2023-04-11,25,Bergen,meldinger,Ola
2023-04-11,1324,Trondheim,brukeranmeldelser,Kari
2023-04-11,455,Stavanger,meldinger,Anne
2023-04-11,490,Oslo,meldinger,Ola
2023-04-12,1125,Oslo,meldinger,Anne
2023-04-12,158,Bergen,profil,Ola
2023-04-12,4,Stavanger,brukeranmeldelser,Anne
2023-04-12,458,Bergen,profil,Ola
2023-04-12,14,Bergen,brukeranmeldelser,Nils
2023-04-12,452,Bergen,profil,Per
2023-04-12,1246,Kristiansand,innstillinger,Kari
2023-04-12,492,Stavanger,brukeranmeldelser,Kari
2023-04-13,330,Bergen,meldinger,Nils
2023-04-13,862,Stavanger,profil,Anne
2023-04-13,271,Trondheim,innstillinger,Anne
2023-04-13,559,Bergen,profil,Kari
2023-04-13,1016,Trondheim,brukeranmeldelser,Anne
2023-04-14,273,Bergen,profil,Kari
2023-04-14,1413,Stavanger,meldinger,Anne
2023-04-14,796,Kristiansand,profil,Kari
2023-04-14,1296,Trondheim,brukeranmeldelser,Kari
2023-04-14,847,Bergen,meldinger,Per
2023-04-14,519,Bergen,innstillinger,Nils
2023-04-14,477,Oslo,meldinger,Anne
2023-04-14,1062,Trondheim,innstillinger,Ola
2023-04-14,753,Stavanger,brukeranmeldelser,Nils
2023-04-14,420,Stavanger,brukeranmeldelser,Per
2023-04-14,1179,Trondheim,brukeranmeldelser,Per
2023-04-14,169,Bergen,meldinger,Anne
2023-04-14,455,Kristiansand,meldinger,Kari
2023-04-15,348,Stavanger,brukeranmeldelser,Kari
2023-04-15,1196,Stavanger,brukeranmeldelser,Per
2023-04-15,1270,Bergen,meldinger,Kari
2023-04-15,128,Kristiansand,meldinger,Ola
2023-04-15,979,Kristiansand,profil,Anne
2023-04-15,1382,Bergen,profil,Kari
2023-04-15,1040,Kristiansand,innstillinger,Per
2023-04-15,860,Kristiansand,meldinger,Anne
2023-04-15,1105,Oslo,profil,Anne
2023-04-15,1081,Kristiansand,innstillinger,Per
2023-04-15,1289,Trondheim,brukeranmeldelser,Kari
2023-04-15,104,Bergen,brukeranmeldelser,Nils
2023-04-15,1424,Kristiansand,brukeranmeldelser,Per
2023-04-16,708,Trondheim,brukeranmeldelser,Kari
2023-04-16,98,Bergen,meldinger,Anne
2023-04-16,402,Stavanger,meldinger,Nils
2023-04-16,1326,Kristiansand,brukeranmeldelser,Per
2023-04-16,461,Bergen,innstillinger,Anne
2023-04-16,1422,Stavanger,brukeranmeldelser,Per
2023-04-16,220,Trondheim,innstillinger,Ola
2023-04-16,614,Oslo,meldinger,Anne
2023-04-17,270,Kristiansand,brukeranmeldelser,Kari
2023-04-17,706,Kristiansand,innstillinger,Kari
2023-04-17,993,Bergen,innstillinger,Nils
2023-04-17,289,Oslo,meldinger,Ola
2023-04-17,1204,Kristiansand,brukeranmeldelser,Anne
2023-04-17,862,Oslo,brukeranmeldelser,Nils
2023-04-17,699,Oslo,profil,Nils
2023-04-17,679,Kristiansand,innstillinger,Nils
2023-04-18,383,Stavanger,innstillinger,Kari
2023-04-18,843,Stavanger,meldinger,Kari
2023-04-18,1192,Kristiansand,meldinger,Nils
2023-04-18,305,Oslo,innstillinger,Nils
2023-04-18,1434,Oslo,profil,Kari
2023-04-18,495,Stavanger,meldinger,Kari
2023-04-18,503,Kristiansand,innstillinger,Nils
2023-04-19,271,Bergen,profil,Kari
2023-04-19,31,Bergen,meldinger,Kari
2023-04-19,253,Oslo,meldinger,Ola
2023-04-19,9,Oslo,innstillinger,Ola
2023-04-19,435,Trondheim,brukeranmeldelser,Ola
2023-04-20,1125,Oslo,meldinger,Ola
2023-04-20,562,Oslo,brukeranmeldelser,Anne
2023-04-20,894,Trondheim,profil,Per
2023-04-20,1024,Kristiansand,profil,Per
2023-04-20,312,Bergen,meldinger,Ola
2023-04-20,680,Oslo,brukeranmeldelser,Nils
2023-04-20,581,Stavanger,brukeranmeldelser,Anne
2023-04-20,1360,Stavanger,innstillinger,Ola
2023-04-20,174,Oslo,brukeranmeldelser,Nils
2023-04-21,1123,Bergen,brukeranmeldelser,Anne
2023-04-21,850,Stavanger,meldinger,Kari
2023-04-21,487,Oslo,profil,Per
2023-04-21,673,Stavanger,innstillinger,Nils
2023-04-21,1338,Trondheim,profil,Nils
2023-04-21,888,Oslo,innstillinger,Ola
2023-04-21,338,Oslo,brukeranmeldelser,Nils
2023-04-22,999,Trondheim,meldinger,Nils
2023-04-22,715,Trondheim,profil,Kari
2023-04-22,1112,Stavanger,innstillinger,Anne
2023-04-22,1174,Trondheim,brukeranmeldelser,Per
2023-04-22,839,Bergen,innstillinger,Kari
2023-04-22,1014,Trondheim,profil,Kari
2023-04-22,499,Oslo,brukeranmeldelser,Anne
2023-04-22,1035,Trondheim,brukeranmeldelser,Nils
2023-04-22,1306,Oslo,profil,Anne
2023-04-22,1120,Oslo,innstillinger,Nils
2023-04-23,117,Oslo,profil,Kari
2023-04-23,49,Trondheim,profil,Ola
2023-04-23,196,Bergen,profil,Kari
2023-04-23,558,Oslo,brukeranmeldelser,Anne
2023-04-23,1107,Kristiansand,innstillinger,Kari
2023-04-23,403,Bergen,meldinger,Nils
2023-04-23,713,Oslo,innstillinger,Ola
2023-04-23,217,Bergen,brukeranmeldelser,Nils
2023-04-23,321,Kristiansand,innstillinger,Per
2023-04-24,1105,Stavanger,brukeranmeldelser,Per
2023-04-24,1227,Trondheim,profil,Kari
2023-04-24,97,Trondheim,innstillinger,Ola
2023-04-24,585,Trondheim,meldinger,Per
2023-04-24,1318,Kristiansand,meldinger,Kari
2023-04-24,229,Trondheim,brukeranmeldelser,Anne
2023-04-24,949,Stavanger,meldinger,Anne
2023-04-24,595,Bergen,profil,Kari
2023-04-24,1332,Trondheim,profil,Per
2023-04-24,1306,Oslo,brukeranmeldelser,Per
2023-04-24,1375,Trondheim,innstillinger,Ola
2023-04-24,1082,Bergen,brukeranmeldelser,Anne
2023-04-24,1088,Bergen,brukeranmeldelser,Kari
2023-04-25,820,Trondheim,innstillinger,Kari
2023-04-25,916,Stavanger,profil,Kari
2023-04-25,413,Kristiansand,innstillinger,Ola
2023-04-25,880,Stavanger,meldinger,Nils
2023-04-25,816,Stavanger,meldinger,Ola
2023-04-25,1096,Bergen,innstillinger,Nils
2023-04-25,261,Bergen,profil,Ola
2023-04-25,53,Trondheim,innstillinger,Per
2023-04-25,1364,Stavanger,meldinger,Ola
2023-04-25,1294,Kristiansand,meldinger,Anne
2023-04-25,72,Bergen,meldinger,Kari
2023-04-25,1271,Oslo,meldinger,Anne
2023-04-25,376,Bergen,profil,Ola
2023-04-25,211,Oslo,brukeranmeldelser,Nils
2023-04-26,1134,Oslo,brukeranmeldelser,Anne
2023-04-26,1389,Trondheim,innstillinger,Nils
2023-04-26,801,Kristiansand,profil,Kari
2023-04-26,962,Oslo,meldinger,Per
2023-04-26,337,Bergen,profil,Per
2023-04-26,638,Stavanger,meldinger,Kari
2023-04-26,318,Trondheim,profil,Nils
2023-04-26,869,Trondheim,profil,Ola
2023-04-26,690,Oslo,brukeranmeldelser,Per
2023-04-26,508,Oslo,meldinger,Kari
2023-04-26,1392,Stavanger,brukeranmeldelser,Anne
2023-04-27,548,Bergen,innstillinger,Ola
2023-04-27,1210,Bergen,brukeranmeldelser,Nils
2023-04-27,362,Stavanger,profil,Kari
2023-04-27,679,Bergen,innstillinger,Anne
2023-04-27,1358,Bergen,profil,Anne
2023-04-27,62,Bergen,brukeranmeldelser,Kari
2023-04-27,1228,Kristiansand,meldinger,Anne
2023-04-27,821,Stavanger,meldinger,Anne
2023-04-27,1152,Bergen,brukeranmeldelser,Kari
2023-04-27,1408,Kristiansand,brukeranmeldelser,Nils
2023-04-28,713,Kristiansand,profil,Anne
2023-04-28,454,Kristiansand,meldinger,Kari
2023-04-28,802,Kristiansand,brukeranmeldelser,Anne
2023-04-28,195,Stavanger,meldinger,Anne
2023-04-28,311,Oslo,brukeranmeldelser,Per
2023-04-29,51,Kristiansand,meldinger,Ola
2023-04-29,543,Stavanger,profil,Nils
2023-04-29,1200,Bergen,meldinger,Per
2023-04-29,847,Oslo,brukeranmeldelser,Ola
2023-04-29,828,Trondheim,brukeranmeldelser,Ola
2023-04-29,546,Kristiansand,profil,Ola
2023-04-29,86,Stavanger,meldinger,Ola
2023-04-29,413,Oslo,brukeranmeldelser,Ola
2023-04-29,1262,Kristiansand,innstillinger,Nils
2023-04-29,1395,Oslo,meldinger,Nils
